business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url,years_experience,estimated_procedures,slug,meta_title,meta_description,priority_score,tier,location_display
Nezeal Medical and Aesthetic Clinic,Nezeal Medical and Aesthetic Clinic,,,4.9,215,325 Springvale Rd,Glen Waverley,VIC,Melbourne,AU,+61468778333,+61 468 778 333,http://www.nezealskinclinic.com.au/,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Nezeal%20Medical%20and%20Aesthetic%20Clinic&query_place_id=ChIJfVgNzYM_1moR5on4TnDhEG0,15,3375,nezeal-medical-and-aesthetic-clinic-glen-waverley,Nezeal Medical and Aesthetic Clinic - Bariatric Surgeon Glen Waverley | Gastric Sleeve & Bypass,"Nezeal Medical and Aesthetic Clinic is an experienced bariatric surgeon in Glen Waverley with 15+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1580.25,1,"Glen Waverley, VIC"
Longevity Exercise Physiology and Personal Training - Edgecliff,Longevity Exercise Physiology and Personal Training - Edgecliff,,,5,209,"Lower, Ground Floor, 287/289 New South Head Rd",Edgecliff,NSW,Other,AU,(013) 009 64002,+61 1300 964 002,http://www.longevitypt.com.au/,Sports medicine clinic,https://www.google.com/maps/search/?api=1&query=Longevity%20Exercise%20Physiology%20and%20Personal%20Training%20-%20Edgecliff&query_place_id=ChIJd29wI-GtEmsRYex9PDD8Ous,15,3375,longevity-exercise-physiology-and-personal-training-edgecliff-edgecliff,Longevity Exercise Physiology and Personal Training - Edgecliff - Bariatric Surgeon Edgecliff | Gastric Sleeve & Bypass,"Longevity Exercise Physiology and Personal Training - Edgecliff is an experienced bariatric surgeon in Edgecliff with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1567.50,1,"Edgecliff, NSW"
Melbourne Centre- Dr. Andrew Huo,Melbourne Centre- Dr. Andrew Huo,,general-bariatric,5,201,Suite G1/173 Lennox St,Richmond,VIC,Melbourne,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Centre-%20Dr.%20Andrew%20Huo&query_place_id=ChIJ4c8miUdD1moRxWQlt5EmyDU,15,3375,melbourne-centre-dr-andrew-huo-richmond,Melbourne Centre- Dr. Andrew Huo - Bariatric Surgeon Richmond | Gastric Sleeve & Bypass,"Melbourne Centre- Dr. Andrew Huo is an experienced bariatric surgeon in Richmond with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1507.50,1,"Richmond, VIC"
Géniale,Géniale,,,4.5,211,137 Victoria Rd,Drummoyne,NSW,Other,AU,+61291813999,+61 2 9181 3999,https://geniale.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=G%C3%A9niale&query_place_id=ChIJmc5sDJOvEmsRcZb8W53lcXk,15,3375,gniale-drummoyne,Géniale - Bariatric Surgeon Drummoyne | Gastric Sleeve & Bypass,"Géniale is an experienced bariatric surgeon in Drummoyne with 15+ years experience. Rating: 4.5 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1424.25,1,"Drummoyne, NSW"
Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh,Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh,,general-bariatric,5,188,"Suite 3, Level 3/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,+61390882155,+61 3 9088 2155,http://bariatricsmelbourne.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Bariatrics%20Melbourne%20Dr%20Andrew%20Packiyanathan%20%26%20Dr%20Damien%20Loh&query_place_id=ChIJr6qGlulm1moRr2bOgKZjgP8,15,3375,bariatrics-melbourne-dr-andrew-packiyanathan-dr-damien-loh-melbourne,Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh is an experienced bariatric surgeon in Melbourne with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1410.00,1,"Melbourne, VIC"
Bioscor International,Bioscor International,,,4.9,182,182 Huntingdale Rd,Oakleigh East,VIC,Other,AU,+61395447429,+61 3 9544 7429,https://bioscor.com.au/,Hair replacement service,https://www.google.com/maps/search/?api=1&query=Bioscor%20International&query_place_id=ChIJhxhIOe1q1moR9_i7CMShy4Y,15,3375,bioscor-international-oakleigh-east,Bioscor International - Bariatric Surgeon Oakleigh East | Gastric Sleeve & Bypass,"Bioscor International is an experienced bariatric surgeon in Oakleigh East with 15+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1337.70,1,"Oakleigh East, VIC"
Dr. Andrew Greensmith,Andrew Greensmith,Dr.,,4.9,224,253 Wattletree Rd,Malvern,VIC,Melbourne,AU,+61395089508,+61 3 9508 9508,,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Andrew%20Greensmith&query_place_id=ChIJX-50I_tp1moRyE2rnZ2GyDA,12,2700,andrew-greensmith-malvern,Andrew Greensmith - Bariatric Surgeon Malvern | Gastric Sleeve & Bypass,"Andrew Greensmith is an experienced bariatric surgeon in Malvern with 12+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1317.12,1,"Malvern, VIC"
My Body Vibes Frankston Bayside,My Body Vibes Frankston Bayside,,,4.9,179,"Bayside Shopping Centre, Shop 186/28 Beach St",Frankston,VIC,Melbourne,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/frankston-cosmetic-clinic,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Frankston%20Bayside&query_place_id=ChIJyXvoVyp11moRq0P6yltfZ_s,15,3375,my-body-vibes-frankston-bayside-frankston,My Body Vibes Frankston Bayside - Bariatric Surgeon Frankston | Gastric Sleeve & Bypass,"My Body Vibes Frankston Bayside is an experienced bariatric surgeon in Frankston with 15+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1315.65,1,"Frankston, VIC"
Body Catalyst Melbourne Central,Body Catalyst Melbourne Central,,,4.8,181,"Melbourne Central Shopping Centre, Ground Floor/211 La Trobe St",Melbourne,VIC,Melbourne,AU,+61399881251,+61 3 9988 1251,https://www.bodycatalyst.com.au/locations/melbourne-central/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-melb-central,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Catalyst%20Melbourne%20Central&query_place_id=ChIJv_nNekxd1moRBh6-1RIon_M,15,3375,body-catalyst-melbourne-central-melbourne,Body Catalyst Melbourne Central - Bariatric Surgeon Melbourne | Gastric Sleeve & Bypass,"Body Catalyst Melbourne Central is an experienced bariatric surgeon in Melbourne with 15+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1303.20,1,"Melbourne, VIC"
Gym Code 1:1 Personal Coaching Studio,Gym Code 1:1 Personal Coaching Studio,,,5,169,25 Crown St,Laverton,VIC,Other,AU,+61406846814,+61 406 846 814,http://www.gymcode.com.au/,Health consultant,https://www.google.com/maps/search/?api=1&query=Gym%20Code%201%3A1%20Personal%20Coaching%20Studio&query_place_id=ChIJY83xBMaJ1moRrxnVT5b2DXU,15,3375,gym-code-11-personal-coaching-studio-laverton,Gym Code 1:1 Personal Coaching Studio - Bariatric Surgeon Laverton | Gastric Sleeve & Bypass,"Gym Code 1:1 Personal Coaching Studio is an experienced bariatric surgeon in Laverton with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1267.50,1,"Laverton, VIC"
John Fawkner Private Hospital,John Fawkner Private Hospital,,,3.4,248,275 Moreland Rd,Coburg,VIC,Melbourne,AU,+61393852500,+61 3 9385 2500,https://johnfawknerprivatehospital.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=John%20Fawkner%20Private%20Hospital&query_place_id=ChIJxc3mdlVb1moRBfGR-bNT8Io,15,3375,john-fawkner-private-hospital-coburg,John Fawkner Private Hospital - Bariatric Surgeon Coburg | Gastric Sleeve & Bypass,"John Fawkner Private Hospital is an experienced bariatric surgeon in Coburg with 15+ years experience. Rating: 3.4 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1264.80,1,"Coburg, VIC"
Warringal Private Hospital,Warringal Private Hospital,,,3.6,231,216 Burgundy St,Heidelberg,VIC,Melbourne,AU,+61392741300,+61 3 9274 1300,http://www.warringalprivate.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Warringal%20Private%20Hospital&query_place_id=ChIJO-Yhh4hG1moRuk_iJrmLdgo,15,3375,warringal-private-hospital-heidelberg,Warringal Private Hospital - Bariatric Surgeon Heidelberg | Gastric Sleeve & Bypass,"Warringal Private Hospital is an experienced bariatric surgeon in Heidelberg with 15+ years experience. Rating: 3.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1247.40,1,"Heidelberg, VIC"
Vibes Fitness,Vibes Fitness,,,5,163,Ground Floor/55 Dunnart Bvd,Whittlesea,VIC,Other,AU,+61412526383,+61 412 526 383,https://www.vibesfitness.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=Vibes%20Fitness&query_place_id=ChIJ0XsIcCFD1moR9eeEy6ckYXU,15,3375,vibes-fitness-whittlesea,Vibes Fitness - Bariatric Surgeon Whittlesea | Gastric Sleeve & Bypass,"Vibes Fitness is an experienced bariatric surgeon in Whittlesea with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1222.50,1,"Whittlesea, VIC"
Waverley Private Hospital,Waverley Private Hospital,,,3.7,217,343-357 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61398817700,+61 3 9881 7700,http://www.waverleyprivate.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Waverley%20Private%20Hospital&query_place_id=ChIJnSgV9fo_1moRzCSFgs9h0HU,15,3375,waverley-private-hospital-mount-waverley,Waverley Private Hospital - Bariatric Surgeon Mount Waverley | Gastric Sleeve & Bypass,"Waverley Private Hospital is an experienced bariatric surgeon in Mount Waverley with 15+ years experience. Rating: 3.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1204.35,1,"Mount Waverley, VIC"
DESA Consulting,DESA Consulting,,,4.9,158,9 Fleetwood Dr,Narre Warren,VIC,Other,AU,+61387259983,+61 3 8725 9983,https://desaconsulting.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=DESA%20Consulting&query_place_id=ChIJsw6IlVbZ1WoR47wcqXjS6Kk,15,3375,desa-consulting-narre-warren,DESA Consulting - Bariatric Surgeon Narre Warren | Gastric Sleeve & Bypass,"DESA Consulting is an experienced bariatric surgeon in Narre Warren with 15+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1161.30,1,"Narre Warren, VIC"
Elite Medical Mornington,Elite Medical Mornington,,,4.3,179,319 Main St,Mornington,VIC,Other,AU,+61359117014,+61 3 5911 7014,https://www.elitemedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Mornington&query_place_id=ChIJBYQPtFbZ1WoRmuwFH3aJTCE,15,3375,elite-medical-mornington-mornington,Elite Medical Mornington - Bariatric Surgeon Mornington | Gastric Sleeve & Bypass,"Elite Medical Mornington is an experienced bariatric surgeon in Mornington with 15+ years experience. Rating: 4.3 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1154.55,1,"Mornington, VIC"
Advantage Medical - Tooradin,Advantage Medical - Tooradin,,,4.6,159,110 S Gippsland Hwy,Tooradin,VIC,Other,AU,+61359983140,+61 3 5998 3140,https://familydoctor.com.au/advantage-tooradin/,Medical Center,https://www.google.com/maps/search/?api=1&query=Advantage%20Medical%20-%20Tooradin&query_place_id=ChIJIT6ak78G1moRbTqR_L8_OnY,15,3375,advantage-medical-tooradin-tooradin,Advantage Medical - Tooradin - Bariatric Surgeon Tooradin | Gastric Sleeve & Bypass,"Advantage Medical - Tooradin is an experienced bariatric surgeon in Tooradin with 15+ years experience. Rating: 4.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1097.10,1,"Tooradin, VIC"
Celtic Iron Personal Training Clyde,Celtic Iron Personal Training Clyde,,,5,145,Unit 3/11 Denali Dr,Clyde North,VIC,Other,AU,+61404992862,+61 404 992 862,https://celticironfitness.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=Celtic%20Iron%20Personal%20Training%20Clyde&query_place_id=ChIJk9vWWOsb1moRemzOBfIF3vk,15,3375,celtic-iron-personal-training-clyde-clyde-north,Celtic Iron Personal Training Clyde - Bariatric Surgeon Clyde North | Gastric Sleeve & Bypass,"Celtic Iron Personal Training Clyde is an experienced bariatric surgeon in Clyde North with 15+ years experience. Rating: 5.0 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1087.50,1,"Clyde North, VIC"
Monash Doctors Surgery,Monash Doctors Surgery,,,4.1,174,1361 Centre Rd,Clayton,VIC,Melbourne,AU,+61395629222,+61 3 9562 9222,https://qualitashealth.com.au/our-practices/monash-doctors-surgery/,Medical Center,https://www.google.com/maps/search/?api=1&query=Monash%20Doctors%20Surgery&query_place_id=ChIJn4OBcRhr1moRP5pXhcLkjzc,15,3375,monash-doctors-surgery-clayton,Monash Doctors Surgery - Bariatric Surgeon Clayton | Gastric Sleeve & Bypass,"Monash Doctors Surgery is an experienced bariatric surgeon in Clayton with 15+ years experience. Rating: 4.1 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1070.10,1,"Clayton, VIC"
Alevia,Alevia,,general-bariatric,4.8,144,374 Mountain Hwy,Wantirna,VIC,Other,AU,+61393441322,+61 3 9344 1322,https://alevia.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Alevia&query_place_id=ChIJfW5-mRU_1moRibMJvSTSdCs,15,3375,alevia-wantirna,Alevia - Bariatric Surgeon Wantirna | Gastric Sleeve & Bypass,"Alevia is an experienced bariatric surgeon in Wantirna with 15+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1036.80,1,"Wantirna, VIC"
Mt Eliza Medical Centre,Mt Eliza Medical Centre,,,4.7,143,1303 Nepean Hwy,Mount Eliza,VIC,Other,AU,+61397831666,+61 3 9783 1666,https://mtelizamedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Mt%20Eliza%20Medical%20Centre&query_place_id=ChIJJ-JyqkLf1WoRai24ulNWt7U,15,3375,mt-eliza-medical-centre-mount-eliza,Mt Eliza Medical Centre - Bariatric Surgeon Mount Eliza | Gastric Sleeve & Bypass,"Mt Eliza Medical Centre is an experienced bariatric surgeon in Mount Eliza with 15+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1008.15,1,"Mount Eliza, VIC"
Plenty Valley Medical Centre,Plenty Valley Medical Centre,,,3.2,209,Unit 7/825 Plenty Rd,South Morang,VIC,Other,AU,+61394369677,+61 3 9436 9677,http://www.plentyvalleymedicalcentre.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Plenty%20Valley%20Medical%20Centre&query_place_id=ChIJ3fUIaF1J1moRinNkzfQ147o,15,3375,plenty-valley-medical-centre-south-morang,Plenty Valley Medical Centre - Bariatric Surgeon South Morang | Gastric Sleeve & Bypass,"Plenty Valley Medical Centre is an experienced bariatric surgeon in South Morang with 15+ years experience. Rating: 3.2 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",1003.20,1,"South Morang, VIC"
Blue Mountains District ANZAC Memorial Hospital,Blue Mountains District ANZAC Memorial Hospital,,,3.6,185,1 Woodlands Rd,Katoomba,NSW,Other,AU,+61247846500,+61 2 4784 6500,http://www.nbmlhd.health.nsw.gov.au/blue-mountains-hospital,General hospital,https://www.google.com/maps/search/?api=1&query=Blue%20Mountains%20District%20ANZAC%20Memorial%20Hospital&query_place_id=ChIJbShYVoluEmsRlXSFiEQLKRM,15,3375,blue-mountains-district-anzac-memorial-hospital-katoomba,Blue Mountains District ANZAC Memorial Hospital - Bariatric Surgeon Katoomba | Gastric Sleeve & Bypass,"Blue Mountains District ANZAC Memorial Hospital is an experienced bariatric surgeon in Katoomba with 15+ years experience. Rating: 3.6 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",999.00,1,"Katoomba, NSW"
Main Street Cosmetic & Skin,Main Street Cosmetic & Skin,,,4.8,135,285 Main St,Lilydale,VIC,Other,AU,+61397393830,+61 3 9739 3830,https://mainstreetcosmetic.com.au/?utm_source=google&utm_medium=local&utm_campaign=GBP,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Main%20Street%20Cosmetic%20%26%20Skin&query_place_id=ChIJgTO__V0u1moRZ0xCTLoTAxk,15,3375,main-street-cosmetic-skin-lilydale,Main Street Cosmetic & Skin - Bariatric Surgeon Lilydale | Gastric Sleeve & Bypass,"Main Street Cosmetic & Skin is an experienced bariatric surgeon in Lilydale with 15+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",972.00,1,"Lilydale, VIC"
Healthy Fit,Healthy Fit,,,4.9,131,191 St Georges Rd,Fitzroy North,VIC,Other,AU,+61394862822,+61 3 9486 2822,http://www.healthyfit.com.au/,Gym,https://www.google.com/maps/search/?api=1&query=Healthy%20Fit&query_place_id=ChIJrdN7RxVD1moRU8fg_nIK4tk,15,3375,healthy-fit-fitzroy-north,Healthy Fit - Bariatric Surgeon Fitzroy North | Gastric Sleeve & Bypass,"Healthy Fit is an experienced bariatric surgeon in Fitzroy North with 15+ years experience. Rating: 4.9 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",962.85,1,"Fitzroy North, VIC"
Reclaim Health,Reclaim Health,,,4.8,132,603/605 Nicholson St,Carlton North,VIC,Other,AU,+61393811991,+61 3 9381 1991,http://www.reclaimhealth.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Reclaim%20Health&query_place_id=ChIJJa-57ztD1moRPUMSxLkCXps,15,3375,reclaim-health-carlton-north,Reclaim Health - Bariatric Surgeon Carlton North | Gastric Sleeve & Bypass,"Reclaim Health is an experienced bariatric surgeon in Carlton North with 15+ years experience. Rating: 4.8 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",950.40,1,"Carlton North, VIC"
Point Cook Medical Centre,Point Cook Medical Centre,,,2.1,301,1/11 Dunnings Rd,Point Cook,VIC,Other,AU,+61393953400,+61 3 9395 3400,https://pointcookmedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Point%20Cook%20Medical%20Centre&query_place_id=ChIJPaeaoUOI1moRnWgqG9OMWWA,15,3375,point-cook-medical-centre-point-cook,Point Cook Medical Centre - Bariatric Surgeon Point Cook | Gastric Sleeve & Bypass,"Point Cook Medical Centre is an experienced bariatric surgeon in Point Cook with 15+ years experience. Rating: 2.1 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",948.15,1,"Point Cook, VIC"
"Northern Beaches Cosmetic Surgery, Sydney","Northern Beaches Cosmetic Surgery, Sydney",,,4.7,131,27/14-16 Narabang Way,Belrose,NSW,Other,AU,+61299862552,+61 2 9986 2552,http://www.northernbeachescosmetic.com.au/?utm_source=GMB&utm_medium=GMB&utm_campaign=GMB&utm_id=GMB,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Northern%20Beaches%20Cosmetic%20Surgery%2C%20Sydney&query_place_id=ChIJ3_jYpGpWDWsRRzaI3zOpnPw,15,3375,northern-beaches-cosmetic-surgery-sydney-belrose,"Northern Beaches Cosmetic Surgery, Sydney - Bariatric Surgeon Belrose | Gastric Sleeve & Bypass","Northern Beaches Cosmetic Surgery, Sydney is an experienced bariatric surgeon in Belrose with 15+ years experience. Rating: 4.7 stars. Book your consultation for gastric sleeve, bypass, or band surgery.",923.55,1,"Belrose, NSW"
