business_name,surgeon_name,qualifications,procedures,rating,review_count,street,city,state,primary_location,country,phone,phone_original,website,category,google_maps_url
Melbourne Fat And Cellulite Reduction,Melbourne Fat And Cellulite Reduction,,,4.9,49,108 Bourke St,Melbourne,VIC,Melbourne,AU,+61414900540,+61 414 900 540,https://www.mfacrc.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=Melbourne%20Fat%20And%20Cellulite%20Reduction&query_place_id=ChIJJQOg-shC1moR9seY-N8KaEY
The BMI Clinic,The BMI Clinic,,,1.8,4,"Suite 2, Level 1/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,(013) 008 59059,+61 1300 859 059,http://bmiclinic.com.au/,Specialized clinic,https://www.google.com/maps/search/?api=1&query=The%20BMI%20Clinic&query_place_id=ChIJT7X79kRp1moRp4pEah_5kWQ
Medical Specialists on Collins - Mr Anthony Clough,Medical Specialists on Collins - Mr Anthony Clough,,,5,4,4/250 Collins St,Melbourne,VIC,Melbourne,AU,+61399583000,+61 3 9958 3000,http://www.anthonyclough.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Medical%20Specialists%20on%20Collins%20-%20Mr%20Anthony%20Clough&query_place_id=ChIJI6LlujND1moRxJvvPE0TkqM
Baker Heart and Diabetes Institute,Baker Heart and Diabetes Institute,,,2.9,35,"Alfred Centre, Level 4/99 Commercial Rd",Melbourne,VIC,Melbourne,AU,+61385321800,+61 3 8532 1800,https://baker.edu.au/,Research institute,https://www.google.com/maps/search/?api=1&query=Baker%20Heart%20and%20Diabetes%20Institute&query_place_id=ChIJXws9iSNo1moRLvrviHB0y_Y
Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh,Bariatrics Melbourne Dr Andrew Packiyanathan & Dr Damien Loh,,general-bariatric,5,188,"Suite 3, Level 3/517 St Kilda Rd",Melbourne,VIC,Melbourne,AU,+61390882155,+61 3 9088 2155,http://bariatricsmelbourne.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Bariatrics%20Melbourne%20Dr%20Andrew%20Packiyanathan%20%26%20Dr%20Damien%20Loh&query_place_id=ChIJr6qGlulm1moRr2bOgKZjgP8
Body Catalyst Melbourne Central,Body Catalyst Melbourne Central,,,4.8,181,"Melbourne Central Shopping Centre, Ground Floor/211 La Trobe St",Melbourne,VIC,Melbourne,AU,+61399881251,+61 3 9988 1251,https://www.bodycatalyst.com.au/locations/melbourne-central/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-melb-central,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Catalyst%20Melbourne%20Central&query_place_id=ChIJv_nNekxd1moRBh6-1RIon_M
Vista Clinic Australia,Vista Clinic Australia,,,4.7,117,"Suite 415, Level 4, 530 Little Collins St The Exchange Tower",Melbourne,VIC,Melbourne,AU,+61434780777,+61 434 780 777,https://vistaclinic.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Vista%20Clinic%20Australia&query_place_id=ChIJcSmr9rJu1moR7mO4u5Bdqjg
The Alfred -Endocrinology,The Alfred -Endocrinology,,,5,1,55 Commercial Rd,Melbourne,VIC,Melbourne,AU,+61390762025,+61 3 9076 2025,https://www.alfredhealth.org.au/services/endocrinology-diabetes,Hospital department,https://www.google.com/maps/search/?api=1&query=The%20Alfred%20-Endocrinology&query_place_id=ChIJ9x02Pxho1moRzzYzzJdvEGs
Melbourne Surgery,Melbourne Surgery,,,,0,"Northpark Private Hospital, Plenty And Greenhills Road",Melbourne,VIC,Melbourne,AU,,,,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Surgery&query_place_id=ChIJe5-93cVI1moRwnAsolOlBXc
Louise Becroft,Louise Becroft,,,,0,517 St Kilda Rd,Melbourne,VIC,Melbourne,AU,+61404979844,+61 404 979 844,http://louisebecroftdietitian.com.au/,Dietitian,https://www.google.com/maps/search/?api=1&query=Louise%20Becroft&query_place_id=ChIJMQVOmDFo1moRihQZ0My8uNw
Chemist Discount Centre Melton,Chemist Discount Centre Melton,,,3.5,46,383-385 High St,Melton,VIC,Other,AU,+61397478444,+61 3 9747 8444,https://www.activepharmacy.com.au/,Pharmacy,https://www.google.com/maps/search/?api=1&query=Chemist%20Discount%20Centre%20Melton&query_place_id=ChIJRUfZyT3t1moR-j17rE_RVYg
Myra Beauty And Makeup,Myra Beauty And Makeup,,,4.8,21,16 Massa Dr,Mernda,VIC,Other,AU,+61404679672,+61 404 679 672,https://www.myrabeautysalon.com.au/,Beauty salon,https://www.google.com/maps/search/?api=1&query=Myra%20Beauty%20And%20Makeup&query_place_id=ChIJ2V6DK-9L1moRDYKNRei3eVY
Dr Carmen Munteanu - Plastic Surgeon - FRACS (Plast),Carmen Munteanu - Plastic Surgeon -,"FRACS, Dr",,4.6,41,246 Mitcham Rd,Mitcham,VIC,Other,AU,+61398520545,+61 3 9852 0545,http://www.drcarmen.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Carmen%20Munteanu%20-%20Plastic%20Surgeon%20-%20FRACS%20(Plast)&query_place_id=ChIJE9znKwtH1moR1Aam1gLJFs8
Aesthetik Profile - Dr Carmen Munteanu,Aesthetik Profile - Dr Carmen Munteanu,,,5,4,246 Mitcham Rd,Mitcham,VIC,Other,AU,+61398520545,+61 3 9852 0545,https://drcarmen.com.au/,Plastic surgery clinic,https://www.google.com/maps/search/?api=1&query=Aesthetik%20Profile%20-%20Dr%20Carmen%20Munteanu&query_place_id=ChIJAQC8Kxs51moRaUyzkQgtRWk
Dr Rebecca Wyten - Specialist Plastic Surgeon,Rebecca Wyten - Specialist Plastic Surgeon,Dr,,5,20,260 Mitcham Rd,Mitcham,VIC,Other,AU,+61390184087,+61 3 9018 4087,https://drrebeccawyten.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Rebecca%20Wyten%20-%20Specialist%20Plastic%20Surgeon&query_place_id=ChIJjzi5GYBB1moRnDdiA8NRnZs
Melbourne North West Surgical,Melbourne North West Surgical,,,3.1,15,198 Pascoe Vale Rd,Moonee Ponds,VIC,Other,AU,+61393728228,+61 3 9372 8228,http://www.mnws.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20North%20West%20Surgical&query_place_id=ChIJUR-N3Y1c1moRUYhzTDZsaNA
Dr Ramez Bassari - Specialist Weight Loss Surgeon,Ramez Bassari - Specialist Weight Loss Surgeon,Dr,general-bariatric,,0,198 Pascoe Vale Rd,Moonee Ponds,VIC,Other,AU,+61393972223,+61 3 9397 2223,http://www.surgerymelbourne.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Ramez%20Bassari%20-%20Specialist%20Weight%20Loss%20Surgeon&query_place_id=ChIJ22SNqMNd1moRcGn0nJV_pDM
My Temple,My Temple,,,4.7,63,Shop 1/7 Tuck St,Moorabbin,VIC,Melbourne,AU,,,http://www.mytemple.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=My%20Temple&query_place_id=ChIJ52yIA7Ju1moRFQBP-hBlfF8
Womens Weight Loss Surgery,Womens Weight Loss Surgery,,general-bariatric,4.3,17,"Consulting Suite D6, Level 1, Building 2/490 South Rd",Moorabbin,VIC,Melbourne,AU,+61380606694,+61 3 8060 6694,http://womensweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Womens%20Weight%20Loss%20Surgery&query_place_id=ChIJ__-_80xo1moRMXUPGsbFILg
Mr Zeev Duieb,Zeev Duieb,Mr,,,0,Suite D1/490 South Rd,Moorabbin,VIC,Melbourne,AU,+61395679080,+61 3 9567 9080,http://www.drzeevsurgery.com/,Doctor,https://www.google.com/maps/search/?api=1&query=Mr%20Zeev%20Duieb&query_place_id=ChIJm8A9PABt1moRHn-t9SKXtgc
Dr Mani Niazi - Moorabbin MBSA,Mani Niazi - Moorabbin MBSA,Dr,general-bariatric,,0,"490 South Rd Dr Mani Niazi Suite 1A, Holmesglen Private Hospital",Moorabbin,VIC,Melbourne,AU,+61390130865,+61 3 9013 0865,https://www.loseweightsurgery.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Mani%20Niazi%20-%20Moorabbin%20MBSA&query_place_id=ChIJ2W2D6QVt1moRbdPKDBa_sdo
Melbourne Weight Loss Centre (Bayside)- Dr. Andrew Huo,Melbourne Weight Loss Centre- Dr. Andrew Huo,,general-bariatric,,0,"Holmesglen Private Hospital Consulting Suites, 490 South Rd",Moorabbin,VIC,Melbourne,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Weight%20Loss%20Centre%20(Bayside)-%20Dr.%20Andrew%20Huo&query_place_id=ChIJj16MQaJt1moRJCf0kTDIspw
Mooroolbark Medical Centre,Mooroolbark Medical Centre,,,4.7,539,19 Manchester Rd,Mooroolbark,VIC,Other,AU,+61388035700,+61 3 8803 5700,https://qualitashealth.com.au/our-practices/mooroolbark-medical-centre/,General practitioner,https://www.google.com/maps/search/?api=1&query=Mooroolbark%20Medical%20Centre&query_place_id=ChIJMTtKQhww1moRx0Xs-oa7rEA
Origin Pain Relief and Wellness,Origin Pain Relief and Wellness,,,5,93,338 Main St,Mornington,VIC,Other,AU,+61418235602,+61 418 235 602,https://naomigillespie.practicebetter.io/#/5c05f967627d7913842079b1/profile,Wellness center,https://www.google.com/maps/search/?api=1&query=Origin%20Pain%20Relief%20and%20Wellness&query_place_id=ChIJBVUT-b3b1WoRkECQR-2g6YE
Tan Alwin Mr,Tan Alwin Mr,,,3.9,27,Level 1 Of/350 Main St,Mornington,VIC,Other,AU,+61359736609,+61 3 5973 6609,,Urologist,https://www.google.com/maps/search/?api=1&query=Tan%20Alwin%20Mr&query_place_id=ChIJx8L2MFHZ1WoRLA14GdvhAfY
Body Catalyst Mornington,Body Catalyst Mornington,,,4.8,26,Shop 2/191 Main St,Mornington,VIC,Other,AU,+61359065703,+61 3 5906 5703,https://www.bodycatalyst.com.au/locations/mornington/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-mornington,Medical spa,https://www.google.com/maps/search/?api=1&query=Body%20Catalyst%20Mornington&query_place_id=ChIJAwzYgOrZ1WoRbErtYtreljE
Elite Medical Mornington,Elite Medical Mornington,,,4.3,179,319 Main St,Mornington,VIC,Other,AU,+61359117014,+61 3 5911 7014,https://www.elitemedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Elite%20Medical%20Mornington&query_place_id=ChIJBYQPtFbZ1WoRmuwFH3aJTCE
Anne O'Neill - The Bays Hospital Consulting Suites,Anne O'Neill - The Bays Hospital Consulting Suites,,,2.7,12,262 Main St,Mornington,VIC,Other,AU,+61390106062,+61 3 9010 6062,http://thebays.com.au/the_bays/hospital_group/Consultants,Pediatrician,https://www.google.com/maps/search/?api=1&query=Anne%20O'Neill%20-%20The%20Bays%20Hospital%20Consulting%20Suites&query_place_id=ChIJuxDCA1HZ1WoRIjQmxtdFHVU
Advantage Medical - Mount Eliza,Advantage Medical - Mount Eliza,,,4.6,482,"Ritchies Village, Shops 14, 15 And 17/89 Mount Eliza Way",Mount Eliza,VIC,Other,AU,+61397873036,+61 3 9787 3036,https://familydoctor.com.au/advantage-mt-eliza/,Medical Center,https://www.google.com/maps/search/?api=1&query=Advantage%20Medical%20-%20Mount%20Eliza&query_place_id=ChIJJc4FMwXf1WoRidnZiSBf5Zo
Mt Eliza Medical Centre,Mt Eliza Medical Centre,,,4.7,143,1303 Nepean Hwy,Mount Eliza,VIC,Other,AU,+61397831666,+61 3 9783 1666,https://mtelizamedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Mt%20Eliza%20Medical%20Centre&query_place_id=ChIJJ-JyqkLf1WoRai24ulNWt7U
Conquer Allied Health,Conquer Allied Health,,,5,21,11 Wray Cres,Mount Evelyn,VIC,Other,AU,+61382032814,+61 3 8203 2814,https://www.conqueralliedhealth.com.au/,Rehabilitation center,https://www.google.com/maps/search/?api=1&query=Conquer%20Allied%20Health&query_place_id=ChIJtVVHnx8v1moRONm4gJTML6Q
Dr Payam Nikpoor,Payam Nikpoor,Dr,,5,6,343/357 Blackburn Rd,Mount Waverley,VIC,Other,AU,(013) 005 10130,+61 1300 510 130,http://drpayamnikpoor.com/,Gynecologist,https://www.google.com/maps/search/?api=1&query=Dr%20Payam%20Nikpoor&query_place_id=ChIJ25YEjv0_1moRRSqRdqqN8b8
Mr Ahmed Naqeeb,Ahmed Naqeeb,Mr,,5,4,343-357 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61388457428,+61 3 8845 7428,https://www.doctify.com/au/specialist/ahmed-naqeeb,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Ahmed%20Naqeeb&query_place_id=ChIJA7mitg0_1moRJG77dixTBwk
Waverley Private Hospital,Waverley Private Hospital,,,3.7,217,343-357 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61398817700,+61 3 9881 7700,http://www.waverleyprivate.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Waverley%20Private%20Hospital&query_place_id=ChIJnSgV9fo_1moRzCSFgs9h0HU
Mr Liang Low,Liang Low,Mr,,5,14,301 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61398878530,+61 3 9887 8530,,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Liang%20Low&query_place_id=ChIJ1bfbmfE_1moRGroHrgCR6bM
Dr Nicole Ong,Nicole Ong,Dr,,4.6,102,343 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61370479339,+61 3 7047 9339,,Obstetrician-gynecologist,https://www.google.com/maps/search/?api=1&query=Dr%20Nicole%20Ong&query_place_id=ChIJpTriG9No1moRlo7aQPAKThE
Stephen Blamey,Stephen Blamey,,,,0,301 Blackburn Rd,Mount Waverley,VIC,Other,AU,+61398878530,+61 3 9887 8530,,Surgeon,https://www.google.com/maps/search/?api=1&query=Stephen%20Blamey&query_place_id=ChIJ1bfbmfE_1moRj1eEU84RpjM
Self Pay Surgery,Self Pay Surgery,,,4.9,49,48 Blanton Dr,Mulgrave,VIC,Other,AU,+61397926739,+61 3 9792 6739,http://selfpaysurgery.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Self%20Pay%20Surgery&query_place_id=ChIJIQVR23W5EmsRe6ubn5djq5g
Valley Private Hospital,Valley Private Hospital,,,4.1,12,2/539 Police Rd,Mulgrave,VIC,Other,AU,,,,,https://www.google.com/maps/search/?api=1&query=Valley%20Private%20Hospital&query_place_id=ChIJ__9DFSAV1moRtUowN3cGZWA
Total Nutrition Care,Total Nutrition Care,,,4.5,30,Suite 22/488 Neerim Rd,Murrumbeena,VIC,Other,AU,+61394837013,+61 3 9483 7013,http://www.profkourisnutrition.com.au/,Nutritionist,https://www.google.com/maps/search/?api=1&query=Total%20Nutrition%20Care&query_place_id=ChIJSfQt1z5q1moRyFDWofsCxe8
My Body Vibes Fountain Gate,My Body Vibes Fountain Gate,,,4.8,391,"Shop 2060, Lvl 2, Westfield Fountain Gate, 25/55 Overland Dr",Narre Warren,VIC,Other,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/fountain-gate-cosmetic-clinic,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Fountain%20Gate&query_place_id=ChIJKy7kdd4X1moRcAoIe9FNYE4
DESA Consulting,DESA Consulting,,,4.9,158,9 Fleetwood Dr,Narre Warren,VIC,Other,AU,+61387259983,+61 3 8725 9983,https://desaconsulting.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=DESA%20Consulting&query_place_id=ChIJsw6IlVbZ1WoR47wcqXjS6Kk
Casey Gate Medical Centre,Casey Gate Medical Centre,,,2.9,53,33-34 Mack Rd,Narre Warren South,VIC,Other,AU,+61387865955,+61 3 8786 5955,http://www.caseygatemc.com.au/,Public medical center,https://www.google.com/maps/search/?api=1&query=Casey%20Gate%20Medical%20Centre&query_place_id=ChIJTU9snJAQ1moRBJOOy9vAdkw
Elina Medical,Elina Medical,,,,0,Level 1/65-67 Errol St,North Melbourne,VIC,Melbourne,AU,+61395812609,+61 3 9581 2609,https://www.elinaweightloss.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Elina%20Medical&query_place_id=ChIJ50H10QFd1moRomYwoPt5Fjk
Bioscor International,Bioscor International,,,4.9,182,182 Huntingdale Rd,Oakleigh East,VIC,Other,AU,+61395447429,+61 3 9544 7429,https://bioscor.com.au/,Hair replacement service,https://www.google.com/maps/search/?api=1&query=Bioscor%20International&query_place_id=ChIJhxhIOe1q1moR9_i7CMShy4Y
Pearcedale Medical Centre,Pearcedale Medical Centre,,,4.2,25,58 Baxter-Tooradin Rd,Pearcedale,VIC,Other,AU,+61359785533,+61 3 5978 5533,http://www.pearcedalemedical.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Pearcedale%20Medical%20Centre&query_place_id=ChIJP2P5NvMJ1moR51JMj_6hghU
Point Cook Medical Centre,Point Cook Medical Centre,,,2.1,301,1/11 Dunnings Rd,Point Cook,VIC,Other,AU,+61393953400,+61 3 9395 3400,https://pointcookmedicalcentre.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Point%20Cook%20Medical%20Centre&query_place_id=ChIJPaeaoUOI1moRnWgqG9OMWWA
Alchemy Medicine - Araleena Isse,Alchemy Medicine - Araleena Isse,,,4.8,48,Unit 1/853 High St,Reservoir,VIC,Other,AU,+61394439330,+61 3 9443 9330,http://www.alchemymedicine.com.au/,Naturopathic practitioner,https://www.google.com/maps/search/?api=1&query=Alchemy%20Medicine%20-%20Araleena%20Isse&query_place_id=ChIJS2_ql2BE1moROXL4PcXUYf0
Dr. Yuan Cheng,Yuan Cheng,Dr.,general-bariatric,5,72,Suite 2.1/173 Lennox St,Richmond,VIC,Melbourne,AU,+61394211166,+61 3 9421 1166,http://www.obesity.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Yuan%20Cheng&query_place_id=ChIJVVXl1cRC1moRniqUZ6Yf3qI
Mr Mark Cullinan,Mark Cullinan,Mr,,4.5,6,"Epworth Consulting Suites, Level 7 Lee Wing, 62 Erin St",Richmond,VIC,Melbourne,AU,(013) 004 47874,+61 1300 447 874,http://markcullinan.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Mr%20Mark%20Cullinan&query_place_id=ChIJzSZVvSpC1moRntHNkQBh7JQ
Dr Ramez Bassari,Ramez Bassari,Dr,,4.2,5,"Suite 6.5 Level 6 Danks Wing Epworth Richmond, 89 Bridge Rd",Richmond,VIC,Melbourne,AU,+61393972223,+61 3 9397 2223,http://www.surgerymelbourne.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Ramez%20Bassari&query_place_id=ChIJRUdos6FD1moR8Itosin2opg
Dr. Howard Webster,Howard Webster,Dr.,,5,43,Level 2/650 Bridge Rd,Richmond,VIC,Melbourne,AU,+61398281306,+61 3 9828 1306,https://drwebster.com.au/,Plastic surgeon,https://www.google.com/maps/search/?api=1&query=Dr.%20Howard%20Webster&query_place_id=ChIJgzvGNxlC1moRbKJoi1yFTVk
Daniel Foley,Daniel Foley,,,5,37,"Suite 7.1, Level 7 Lee Wing Epworth Richmond Hospital, 62 Erin St",Richmond,VIC,Melbourne,AU,+61388997717,+61 3 8899 7717,https://uppergi.com.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Daniel%20Foley&query_place_id=ChIJ6WDuatxD1moRecrpu_bO0DM
Formulite,Formulite,,general-bariatric,4.9,22,2/175 Lord St,Richmond,VIC,Melbourne,AU,(013) 000 02230,+61 1300 002 230,https://formulite.com.au/,Weight loss service,https://www.google.com/maps/search/?api=1&query=Formulite&query_place_id=ChIJ_SIG2hFD1moR0qqRtENouXk
Melbourne Centre- Dr. Andrew Huo,Melbourne Centre- Dr. Andrew Huo,,general-bariatric,5,201,Suite G1/173 Lennox St,Richmond,VIC,Melbourne,AU,+61385941897,+61 3 8594 1897,http://www.melbourneweightloss.com.au/,Bariatric surgeon,https://www.google.com/maps/search/?api=1&query=Melbourne%20Centre-%20Dr.%20Andrew%20Huo&query_place_id=ChIJ4c8miUdD1moRxWQlt5EmyDU
Dr Chiu Kang,Chiu Kang,Dr,,,0,Suite 2.1/173 Lennox St,Richmond,VIC,Melbourne,AU,+61394211166,+61 3 9421 1166,,Surgeon,https://www.google.com/maps/search/?api=1&query=Dr%20Chiu%20Kang&query_place_id=ChIJO2keRSlD1moRMgvtTDdmf3Y
Epworth Laparoscopic Surgery Centre,Epworth Laparoscopic Surgery Centre,,,,0,2.1/173 Lennox St,Richmond,VIC,Melbourne,AU,+61394211166,+61 3 9421 1166,http://laparoscopicsurgery.net.au/,Surgeon,https://www.google.com/maps/search/?api=1&query=Epworth%20Laparoscopic%20Surgery%20Centre&query_place_id=ChIJA4GGzvFC1moRzj3ot2VesDA
My Body Vibes Eastland,My Body Vibes Eastland,,,4.7,104,"Eastland Shopping Centre, Shop 2085, Lvl, 2",Ringwood,VIC,Melbourne,AU,(013) 007 22911,+61 1300 722 911,https://www.mybodyvibes.com.au/eastland-cosmetic-clinic,Beauty salon,https://www.google.com/maps/search/?api=1&query=My%20Body%20Vibes%20Eastland&query_place_id=ChIJfx-ZalA71moRuq3pXA-Roys
Greater Eastern Obesity Surgery,Greater Eastern Obesity Surgery,,general-bariatric,,0,36 Mt Dandenong Rd,Ringwood,VIC,Melbourne,AU,+61388044050,+61 3 8804 4050,http://www.geobesity.com.au/,Surgical center,https://www.google.com/maps/search/?api=1&query=Greater%20Eastern%20Obesity%20Surgery&query_place_id=ChIJmeXUnDQ61moRWvmn8XQeo00
Ringwood Private Hospital,Ringwood Private Hospital,,,3.2,55,36 Mt Dandenong Rd,Ringwood East,VIC,Melbourne,AU,+61388044000,+61 3 8804 4000,https://ringwoodprivatehospital.com.au/,Private hospital,https://www.google.com/maps/search/?api=1&query=Ringwood%20Private%20Hospital&query_place_id=ChIJoUtFYDQ61moRZLrDt_WT9kY
Eastern Health Maroondah,Eastern Health Maroondah,,,3.1,447,1/15 Davey Dr,Ringwood East,VIC,Melbourne,AU,,,http://www.easternhealth.org.au/locations/maroondah-hospital,General hospital,https://www.google.com/maps/search/?api=1&query=Eastern%20Health%20Maroondah&query_place_id=ChIJ33cd6EU61moRNp8XQBK5KtA
Qualitas Medical Practice Rowville,Qualitas Medical Practice Rowville,,,3.7,864,1/1100 Wellington Rd,Rowville,VIC,Other,AU,+61397557807,+61 3 9755 7807,https://qualitashealth.com.au/our-practices/qmprowville/,Medical Center,https://www.google.com/maps/search/?api=1&query=Qualitas%20Medical%20Practice%20Rowville&query_place_id=ChIJiZKwIoo91moRTAMK9rES28Q
Rye Family Clinic,Rye Family Clinic,,,4.3,344,Shop 5/2217 Point Nepean Rd,Rye,VIC,Other,AU,+61359856662,+61 3 5985 6662,https://ryefamilyclinic.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Rye%20Family%20Clinic&query_place_id=ChIJx5nCdIbK1WoRJxzWcAC_vVU
Sandringham Hospital,Sandringham Hospital,,,3.7,392,193 Bluff Rd,Sandringham,VIC,Other,AU,+61390761000,+61 3 9076 1000,http://www.alfredhealth.org.au/sandringham,General hospital,https://www.google.com/maps/search/?api=1&query=Sandringham%20Hospital&query_place_id=ChIJfZRCyPdu1moRzMmACN4pDVU
Medmate - Your Online Home For Healthcare 24/7,Medmate - Your Online Home For Healthcare 24/7,,,4.5,1490,44 Lakeview Dr,Scoresby,VIC,Other,AU,(013) 008 58909,+61 1300 858 909,https://medmate.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Medmate%20-%20Your%20Online%20Home%20For%20Healthcare%2024%2F7&query_place_id=ChIJtaAP5Q5B1moRYopUN57ggUE
Andrea Barr Hair Extensions,Andrea Barr Hair Extensions,,,5,84,390 Clarendon St,South Melbourne,VIC,Melbourne,AU,+61493756068,+61 493 756 068,https://www.andreabarr.com.au/,Hair extension technician,https://www.google.com/maps/search/?api=1&query=Andrea%20Barr%20Hair%20Extensions&query_place_id=ChIJJfwWlVBD1moRlckD-hz5wdQ
The Athlete HQ,The Athlete HQ,,,5,59,855 Plenty Rd,South Morang,VIC,Other,AU,+61370207451,+61 3 7020 7451,https://www.theathletehq.com.au/,Physical therapist,https://www.google.com/maps/search/?api=1&query=The%20Athlete%20HQ&query_place_id=ChIJa2l6ykpP1moRfjLXIwtB4AI
Shape & Sculpt Body Skin,Shape & Sculpt Body Skin,,,5,58,2/2 Murdoch Rd,South Morang,VIC,Other,AU,+61466102478,+61 466 102 478,https://www.shapeandsculptbodyskin.com.au/,Skin care clinic,https://www.google.com/maps/search/?api=1&query=Shape%20%26%20Sculpt%20Body%20Skin&query_place_id=ChIJ1U700X5N1moRDXf75DGOcIw
Acupuncture & Chinese Medicine of South Morang,Acupuncture & Chinese Medicine of South Morang,,,5,49,"Corperate Centre, 5C, Ground Floor/2 Murdoch Rd",South Morang,VIC,Other,AU,(018) 003 12919,+61 1800 312 919,https://www.minusplus.com.au/,Acupuncture clinic,https://www.google.com/maps/search/?api=1&query=Acupuncture%20%26%20Chinese%20Medicine%20of%20South%20Morang&query_place_id=ChIJtTjGTINJ1moROlpu_ZsIOW0
Plenty Valley Medical Centre,Plenty Valley Medical Centre,,,3.2,209,Unit 7/825 Plenty Rd,South Morang,VIC,Other,AU,+61394369677,+61 3 9436 9677,http://www.plentyvalleymedicalcentre.com.au/,Medical clinic,https://www.google.com/maps/search/?api=1&query=Plenty%20Valley%20Medical%20Centre&query_place_id=ChIJ3fUIaF1J1moRinNkzfQ147o
ENRICH Dermatology & Cosmetic Clinic,ENRICH Dermatology & Cosmetic Clinic,,,3.9,78,8/10 Howitt St,South Yarra,VIC,Other,AU,+61395009500,+61 3 9500 9500,http://www.enrichclinic.com.au/,Dermatologist,https://www.google.com/maps/search/?api=1&query=ENRICH%20Dermatology%20%26%20Cosmetic%20Clinic&query_place_id=ChIJi1MnDdpp1moRBGDonCaJHig
The Greville Clinic South Yarra,The Greville Clinic South Yarra,,,4.9,507,Shop 1/238 Toorak Rd,South Yarra,VIC,Other,AU,+61398242634,+61 3 9824 2634,https://thegrevilleclinic.com.au/,Skin care clinic,https://www.google.com/maps/search/?api=1&query=The%20Greville%20Clinic%20South%20Yarra&query_place_id=ChIJ3f6iFyVo1moROe_4BGbHe6g
Sports Optimum Personal Trainer South Yarra,Sports Optimum Personal Trainer South Yarra,,,5,28,9/316-320 Toorak Rd,South Yarra,VIC,Other,AU,+61413179737,+61 413 179 737,http://www.sportsoptimum.com.au/,Personal trainer,https://www.google.com/maps/search/?api=1&query=Sports%20Optimum%20Personal%20Trainer%20South%20Yarra&query_place_id=ChIJP9cZv4NC1moRTnCd9rzJIyM
The Wellness Clinics,The Wellness Clinics,,,5,27,127 Toorak Rd,South Yarra,VIC,Other,AU,+61390346493,+61 3 9034 6493,https://www.thewellnessclinics.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=The%20Wellness%20Clinics&query_place_id=ChIJhfoQyMhD1moR8g9-oNP0k14
Capstone Medical Centre Southbank,Capstone Medical Centre Southbank,,,4.5,448,216 City Rd,Southbank,VIC,Other,AU,+61396862222,+61 3 9686 2222,https://capstonemed.com.au/,Medical Center,https://www.google.com/maps/search/?api=1&query=Capstone%20Medical%20Centre%20Southbank&query_place_id=ChIJ_bogtaxC1moR3-fzoldoZRo
Dr AA Sheriff,AA Sheriff,Dr,,4,28,17 Victoria Cres,St Albans,VIC,Other,AU,+61393642963,+61 3 9364 2963,,General practitioner,https://www.google.com/maps/search/?api=1&query=Dr%20AA%20Sheriff&query_place_id=ChIJjxm7RJxf1moRI3TTy0dbR8Y
